Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_yaw_world
5.465536676241277e-07,-3.3114370874381064e-07,6.410988296790987e-09,6.41098829679003e-09,3.5039491667062997e-15,8.113584284410427e-06,2.112742455501085e-07,-8.523979332197463e-06,-3.3077971473005623e-09,1.948626526804276e-08,3.0727031635438456e-07,2.1348591028313416e-10,4.67573264891479e-17,2.701823566708673e-07,7.788514789139548e-08,1.044,7.788514789139144e-08,-2.5087299434683403e-14,-3.221063336705227e-07
8.16736024294995e-07,-2.387255699337601e-08,1.4181084894959426e-08,1.4181084894954697e-08,1.158220289729768e-14,8.059408471925653e-06,2.3333623417923243e-07,-1.6269012758190414e-06,-3.3078124683783013e-09,1.9486318114658733e-08,3.072711517504347e-07,4.722301270020911e-10,2.3090535014971474e-16,2.683783021151243e-07,7.788517912922275e-08,1.078,7.788517912922275e-08,-1.1554388770951756e-15,-1.48351572149322e-08
1.3589849961359592e-06,2.833994220684241e-07,3.4321900236803845e-08,3.432190023677214e-08,4.664294746067728e-14,7.877996290852597e-06,3.082633998664726e-07,-1.0400845205970192e-05,-3.307827789456041e-09,1.948637051718549e-08,3.0727197906180016e-07,1.1429192778849603e-09,1.174395733553291e-15,2.623372764853915e-07,7.788510269498501e-08,1.112,7.788510269498189e-08,2.2072593091498315e-14,2.833994220684241e-07
1.621322272621351e-06,5.906722285066807e-07,4.758821825090064e-08,4.758821825083809e-08,7.715583816451727e-14,7.740314842028147e-06,3.983879283512553e-07,-4.1345780427762565e-06,-3.307843110533781e-09,1.9486422475623044e-08,3.072728064382566e-07,1.5846876677536744e-09,2.0409024009634225e-15,2.577524842395373e-07,7.78849124393294e-08,1.146,7.788491243931623e-08,4.530057397735604e-14,5.816347808395719e-07
1.879074756860888e-06,8.979458522778632e-07,6.642344444244044e-08,6.642344444232318e-08,1.2481461771546806e-13,7.78331918635797e-06,5.656224081543484e-07,1.291421751646302e-06,-3.307858209566916e-09,1.9486473989971387e-08,3.0727362377118256e-07,2.211900699930616e-09,3.4203770476511378e-15,2.591845289057204e-07,7.788462760839565e-08,1.18,7.788462760836489e-08,6.923229826432294e-14,8.88908381412985e-07
2.1382592857666084e-06,1.2052202830308425e-06,8.59504834472225e-08,8.5950483447026e-08,1.8378441934701266e-13,7.308052704032493e-06,5.863975677111728e-07,-1.427226673650079e-05,-3.307873308600051e-09,1.9486524394096705e-08,3.072744307529791e-07,2.862151098787877e-09,5.144617666120234e-15,2.4335815504428204e-07,7.788424548684599e-08,1.214,7.78842454867911e-08,9.245991546408749e-14,1.187145293456363e-06
2.381617440810891e-06,1.5124955201219933e-06,1.1307414192161489e-07,1.130741419212942e-07,2.6929934850498934e-13,6.988372062214434e-06,8.145242785102817e-07,-9.600019273815572e-06,-3.307888407633186e-09,1.948657546435584e-08,3.07275237091151e-07,3.7653689259819724e-09,7.663344736844668e-15,2.327127896717407e-07,7.788378253403557e-08,1.248,7.788378253394965e-08,1.1568724397406493e-13,1.4853829669039458e-06
2.614330230482631e-06,1.8197715538160228e-06,1.5274966524880705e-07,1.5274966524828504e-07,3.9933806755560364e-13,6.765072360162074e-06,1.191457156972738e-06,-6.705696758329135e-06,-3.307903728710926e-09,1.948662453621353e-08,3.072760336940296e-07,5.086563852772224e-09,1.1518702627363552e-14,2.252769095933971e-07,7.788321568174268e-08,1.282,7.788321568161753e-08,1.396180420548123e-13,1.792658929562101e-06
2.8396071400760284e-06,2.127048383456905e-06,1.92362751473464e-07,1.9236275147268847e-07,5.462346425679848e-13,6.030444512119017e-06,1.189582168908617e-06,-2.2060896337629345e-05,-3.307918161610246e-09,1.9486674718294242e-08,3.072768296408825e-07,6.405679624046681e-09,1.5869265581743347e-14,2.008138022535633e-07,7.78825809871627e-08,1.316,7.788258098699247e-08,1.6284454263860324e-13,2.090898126059322e-06
3.040420942329592e-06,2.434325996953874e-06,2.447468599758612e-07,2.447468599747299e-07,7.4413347863887e-13,5.389499581355552e-06,1.5730963514233378e-06,-1.9247595518422366e-05,-3.307933260643381e-09,1.948672401219653e-08,3.072776134969687e-07,8.150070437167158e-09,2.1739906309441023e-14,1.794703360591399e-07,7.788188007216584e-08,1.35,7.788188007194356e-08,1.8607056394325925e-13,2.38913806101011e-06
3.219891278388732e-06,4.174259991801143e-06,3.142872613611021e-07,3.1428726135947285e-07,1.011970811763544e-12,4.789330216698868e-06,2.088300341899126e-06,-1.8023104043744272e-05,1.2118303188257684e-05,1.1399483579310755e-07,1.7399339948472686e-06,1.0465765803282578e-08,2.9695893826158864e-14,1.5948469621607235e-07,7.78811030507248e-08,1.384,7.788110305044168e-08,2.099998789194173e-13,2.6964163409819277e-06
3.379375974604804e-06,5.116734454750251e-06,0.0336914331350609,0.0336914331348685,1.1385601968641233e-07,2.488947898041624e-05,1.011745310744731,0.0006036080709825,0.0005970921170117,6.116852757642732e-08,9.424744629491086e-07,0.0011219247233912,3.7375730929809925e-09,8.288196500478608e-07,0.02587838253633,1.418,0.0258783825359746,1.3561603504309493e-07,5.2405143502816594e-06
4.208195624652664e-06,4.5553706165390295e-06,0.0670570406792507,0.0670570406786569,2.8218914518774584e-07,1.7176567313048397e-06,1.001970196522217,-0.0006958505179913,0.0015057419097432,-3.8156429349456296e-08,-5.613638382112218e-07,0.0022329994546031,8.430199325203129e-09,5.719796915245117e-08,0.0518254769957906,1.452,0.0518254769951596,2.5573237849028604e-07,4.934491553490094e-06
4.265393593805116e-06,2.9734640441784614e-06,0.0976044924761967,0.0976044924753088,4.163215769333068e-07,-0.0689802846573054,0.9173408948031836,-2.0715316010221256,0.0024150678709553,-1.0561266305941787e-07,-1.581906572360568e-06,0.003250226755374,-3.720597376237092e-06,-0.0022970434790882,0.0785392416138278,1.486,0.0785392416133329,2.788158889274364e-07,3.5500201325974226e-06
-0.0022927780854944,-0.0018708407506305,0.1147486671009414,0.1147483654938783,-0.0002630929987626,-0.3170730555554542,0.5148400788211633,-7.450233360304765,0.0032117628387833,-1.524887551118681e-06,-0.0018738142146746,0.0038210033086691,-2.893512714593468e-05,-0.0105585327499966,0.0987787070966382,1.52,0.0987786661992396,-8.988649859993583e-05,-0.0009099786142903
-0.012851310835491,-0.0096551319225768,0.1147569313715276,0.1147474550931592,-0.0014747364011595,-0.3169695327305148,0.0002481762938773,0.0031087935417225,0.0037598774795417,-1.821789043310318e-05,-0.0077842911719462,0.0038207601008181,-6.927535715041175e-05,-0.0105550854399261,0.114029951756755,1.554,0.1140271400400294,-0.0008007695919416,-0.0070225073446301
-0.0234063962754172,-0.0210913792882092,0.1182930873127873,0.1182606848030356,-0.0027685620650075,-0.3268833010403345,0.1061908691068993,-0.2977107600546461,0.0040395257081566,-5.825097531975132e-05,-0.0114362473656324,0.0039375012167653,-0.0001136263315272,-0.0108852139246431,0.1187818615964634,1.588,0.1187633332190807,-0.0020979339872806,-0.0176629920517965
-0.0342916102000603,-0.0352630097218288,0.1148320538875897,0.1147645441631063,-0.0039370043277513,-0.4127566263746404,-0.1039349376936225,-2.5787785385677435,0.0040668177874385,-0.0001108609029325,-0.0141716304336195,0.0038206379454619,-0.0001573634328975,-0.0137447956582755,0.119665660960085,1.622,0.1196078094515588,-0.0037205283514057,-0.0310960386780566
-0.0480364058583358,-0.049428702750856,0.1148713682584545,0.1147388611134586,-0.0055158857816244,-0.4129407827960192,0.0011806117376819,-0.0055302228642302,0.0040646967451358,-0.000168561086163,-0.0141656930290272,0.003819420709306,-0.0002099443614585,-0.0137509280671074,0.1196710460278219,1.656,0.1195507250067074,-0.0053650170329357,-0.0448464017539319
-0.0617873339254433,-0.063720406684283,0.1183505906011199,0.1181247504397191,-0.0073079155159301,-0.42530692565799,0.1044811514313933,-0.3713556415006245,0.0040264888358692,-0.0002237618844667,-0.014291703933427,0.0039316993194535,-0.0002712017185976,-0.014162720624411,0.1196560529091961,1.69,0.1194478040277204,-0.0070564233690748,-0.0590067924329661
-0.0759500545498544,-0.0796590327846565,0.0946322572634259,0.0943594495734026,-0.0071804171867455,-0.3842043370667786,-0.7122622623932133,1.2343119697060498,0.0036160937213502,-0.0002545440922341,-0.0159386261003734,0.0031405542769499,-0.0002592030138424,-0.0127940044243237,0.1044888215818386,1.7240000000000002,0.1042049255407888,-0.0076972286311346,-0.0737323593165554
-0.1130400642144239,-0.1162804049342025,0.1182800222335247,0.1175251322021112,-0.0133419249150708,-0.7515116382694703,0.1049620879919317,-0.6577138527063863,0.0035647725350904,-0.0003782685218209,-0.0183087988919155,0.0039076192802785,-0.0004932083956857,-0.0250253375543733,0.1051423023744847,1.792,0.1045134335367473,-0.011482419560679,-0.1094266226948551
-0.1380654017687972,-0.1342307745747287,0.126270260354304,0.1250686855476562,-0.0173782204303315,-0.8541736068265184,0.2399470907140926,-3.0829419987101536,0.0035573209643953,-0.0004428014771822,-0.0179503696405262,0.0041559957263776,-0.0006378462036542,-0.028443981107323,0.1054017582978348,1.826,0.1045558374215257,-0.0133269468881159,-0.1267788560759344
-0.1665093828761203,-0.1532953435951052,0.1262679862589697,0.1245216131540213,-0.020927785630965,-0.8542043673262419,-6.829115117912354e-05,-0.0009237387304355,0.0036461452504477,-0.0005220332737136,-0.0190645690203765,0.0041360992870614,-0.0007557738224468,-0.0284450054319638,0.1084156266635959,1.86,0.1072831471915282,-0.0156292812867732,-0.144664841050212
-0.1949543883080842,-0.1747143820257439,0.1300872937336278,0.1276229859366708,-0.025200743075304,-0.8801740067744994,0.1146939181578995,-0.7798690525002244,0.003842695887726,-0.0006289657175606,-0.0214190384306386,0.0042369392736167,-0.0009013431463038,-0.0293097944255908,0.1147423193793486,1.894,0.1131857561132278,-0.0188357232308544,-0.1649030772128634
-0.224264182733675,-0.1996324513381829,0.12625516792246,0.1230934871029472,-0.0280777645115336,-0.853094564465495,-0.1150788531882227,0.8131964657358673,0.004134401919146,-0.0007754804224637,-0.024918069312439,0.0040851816329721,-0.0009930842611774,-0.0284080489967009,0.1237815033692906,1.928,0.121614308473202,-0.0230612348096659,-0.1874009523644778
-0.252672231730376,-0.2283532174046246,0.126243521000722,0.1222350168225971,-0.0315598995093319,-0.853091980081537,-0.0003497574095494,7.760912786966097e-05,0.0044433428753332,-0.0009572982383836,-0.0287207660664416,0.0040549514943672,-0.0011086175487017,-0.0284079629367151,0.1350142635443967,1.962,0.1319422941724837,-0.0286370803144727,-0.2137275586933667
-0.2810801946670911,-0.255888928019858,0.1300430510837153,0.1249396883740669,-0.036073111927762,-0.8783927318266057,0.1141000024922921,-0.7597823346867488,0.0043980160743473,-0.0010807106008063,-0.0275357106152334,0.0041423306942127,-0.0012619091020894,-0.0292504779698259,0.1350976313743261,1.996,0.1311290961183561,-0.0325043097778773,-0.2429825873227569
-0.3231310398726185,-0.2995028639480955,0.1519929457173148,0.1441266794553987,-0.0482634003877406,-0.5054035521918446,0.7111082146459873,-3.633878069319001,0.0045785041931376,-0.001345725755103,-0.0240593613279164,0.0047856671200336,-0.0016474835809133,-0.0168299382879884,0.1392555266049638,2.064,0.1336283472916941,-0.0391863048795896,-0.2852512543535599
-0.3757742753503791,-0.3682347740116291,0.2065423316028427,0.1921305816650386,-0.0757995668390825,-0.8396595589537211,0.167073521716713,7.081526460346124,0.0054869302954156,-0.0019886681488883,-0.0375437313561015,0.006361827728452,-0.0026132392507127,-0.0279606633131589,0.1700889084387674,2.132,0.1600378159400303,-0.0576032485458622,-0.3454982430440358
-0.4037349386635381,-0.4094782632824633,0.2065423070870611,0.1899363302740838,-0.0811413276873137,-0.8396585148136141,-7.362096551341076e-07,3.1355558770050426e-05,0.005858456636403,-0.002388987117718,-0.0412434892708342,0.0062862819765341,-0.0027900751097475,-0.0279606285432933,0.1848238565705274,2.166,0.1713778811530288,-0.0692060677188148,-0.383796399620628
-0.4316955672068314,-0.4501109950917447,0.212850471946643,0.1933230611370915,-0.0890590671436269,-0.8657201583118004,0.1894343801676249,-0.7826319368824712,0.0059967720734703,-0.0027353266599536,-0.0406327318092814,0.006394019979384,-0.0030580466491662,-0.0288284812717829,0.1922598572156514,2.2,0.1751575278304025,-0.0792697492169894,-0.4249829558021376
-0.4605240484786144,-0.4901193497590927,0.2180170271535828,0.1953039531282398,-0.096890608530282,-0.9189864777432972,0.155151808016209,-1.5995891721170254,0.0061110665314572,-0.003090140610432,-0.040008354667348,0.0064532404715392,-0.0033254616379937,-0.0306022497088518,0.2005393974768201,2.234,0.1792928650947567,-0.0898338380927775,-0.4644834579021989
-0.4911262981874661,-0.5267483949997669,0.2180161363594925,0.1922471160891534,-0.1028206305588735,-0.9189764887578896,-2.675057328302296e-05,0.0002999695317599,0.0061721270598464,-0.0034216534725992,-0.0366290452406741,0.0063484429126939,-0.0035213420291438,-0.0306019170756377,0.2058967566665753,2.268,0.180460166202391,-0.0991342666287511,-0.5023375391972794
-0.5217282152631038,-0.562153572852641,0.2246237022355511,0.1947395780700064,-0.1119477750521258,-0.9468332630737096,0.1984254016834404,-0.8365397692438408,0.0061020530576334,-0.003682177021212,-0.0354051778528741,0.0064249877751088,-0.0038294696363192,-0.0315295476603545,0.2155173261609862,2.302,0.1850732400971803,-0.110433752428831,-0.5379916884146133
-0.5698829980104985,-0.6190060323280413,0.173696592586702,0.1462462965396509,-0.0937151376495133,-0.5014998394693572,0.9965051549255322,-0.0673732897669063,0.0054701549833588,-0.003791315373397,-0.0240819667556753,0.0048437165809865,-0.0031612347049957,-0.0166999446543295,0.1913790544603221,2.37,0.1578001336553704,-0.1082823175983695,-0.6014034738472005
-0.6179121145994356,-0.673312891189743,0.2180097798333726,0.177697551473286,-0.1263006108591501,-0.7839890824758089,0.1573556141939199,4.70951626235551,0.0060936581066064,-0.0047192063435119,-0.0270600682914313,0.0058617572472427,-0.0042825722881784,-0.0261068364464444,0.2268075814596148,2.438,0.1801813893376585,-0.1377546585198153,-0.652737673935445
-0.6440189510458801,-0.7002224509243904,0.2180072233697221,0.1743380193034474,-0.1308946311608184,-0.7841696300278016,-7.677068019500836e-05,-0.0054218484081893,0.0059758863887739,-0.0048907639180633,-0.0269095597346473,0.0057478872490724,-0.0044340927206489,-0.0261128486799257,0.2271189762230824,2.472,0.1767652610876903,-0.1426081057767115,-0.6788526251855505
-0.6701317997258058,-0.7261549386139388,0.2246556184442157,0.1760715524540902,-0.1395311983570684,-0.8081289649308923,0.199651503738545,-0.719499546639359,0.0058381519413195,-0.0050428429654416,-0.0259324876895483,0.0057999578618892,-0.004724717198455,-0.0269106945321987,0.2271630052139134,2.506,0.1728975462304881,-0.1473413365125098,-0.7057633503334454
-0.6970424942580047,-0.7517964680719362,0.218085625916701,0.1672158706831186,-0.1400006886524699,-0.7473198225855152,-0.1972970728983375,1.8261003707320431,0.0057056485630617,-0.0051901040691257,-0.0256415294579974,0.0055097056078246,-0.0047308262385576,-0.0248857500920976,0.2268666456530574,2.54,0.1689523387101877,-0.1514053570856326,-0.7306797475267723
-0.7219282443501022,-0.7774252689027407,0.2181236319713552,0.1637089571556612,-0.1441433181641838,-0.7474515315553321,0.0011413229625879,-0.0039552243188242,0.0055703277300276,-0.0053342225251524,-0.0256288008308044,0.0053912102541152,-0.0048673202799481,-0.0248901360007925,0.2268792807674433,2.574,0.1651415650569498,-0.1555714354632417,-0.7555668482751158
-0.7468183803508948,-0.8015821490876828,0.2247313605372694,0.1649199802487689,-0.1526616668442928,-0.7698456819784514,0.1984302872646902,-0.6724970097032827,0.0054233021487515,-0.005459898802185,-0.0241568801849421,0.0054260733491427,-0.0051534693177205,-0.0256358612098824,0.2268186503152169,2.608,0.1610582150419846,-0.1597089587290158,-0.7811918465864481
-0.7724542415607774,-0.8250122208275299,0.2180841232392037,0.1561918545588372,-0.1521998337005768,-0.6949254171139666,-0.1996167356776489,2.2498578037382813,0.0052672779390581,-0.0055603551712581,-0.0234300717398471,0.0051420825229125,-0.0051279822167242,-0.023141016389895,0.225695631581499,2.642,0.1565365820008392,-0.1625878735037342,-0.8043580590739264
-0.7955952579506722,-0.8487598525919238,0.2180475442360979,0.1526026908600626,-0.1557470715283638,-0.694373217284589,-0.0010984685617333,0.0165825774587867,0.0051528697648501,-0.0057033570555737,-0.0237476317643938,0.0050212557006336,-0.0052446658226176,-0.0231226281355768,0.2254483399613852,2.676,0.1526341163479593,-0.1659210068617651,-0.8270838637841011
-0.8187178860862491,-0.8735668895918369,0.2245864597740948,0.1534280498356736,-0.1640088760935919,-0.7147840880690438,0.1963638299698761,-0.6129390625962403,0.0050219302363947,-0.0058359443998288,-0.0248070369999131,0.0050436740505878,-0.0055217841834536,-0.0238023101326991,0.2262219069801888,2.71,0.1491562817420087,-0.1700845519577005,-0.8508608623177942
-0.8425201962189482,-0.8985545014484536,0.2179681135317671,0.1450761022591991,-0.1626745925763323,-0.7267817748066749,-0.1987491364062383,-0.3602908930219558,0.0048756690278068,-0.005960222423621,-0.0249876118566166,0.0047650118353419,-0.0054749944186909,-0.0242018331010622,0.2263992223557629,2.744,0.1408577237638631,-0.1772447729535553,-0.8992909526230324
-0.8667220293200106,-0.9238108736433268,0.2179735505197916,0.1411004972175927,-0.1661418623079453,-0.727188637283903,0.0001632729136492,-0.0122180924092521,0.004713958034568,-0.0060666413586276,-0.0252563721948731,0.0046312019667234,-0.0055888724544871,-0.0242153816215539,0.2251909839543153,2.778,0.1356059508421019,-0.1797832176553811,-0.9245649539674308
-0.9159033201876028,-0.9472163139416891,0.2065477207988137,0.1258029268354757,-0.1638157030531952,-0.6869120157203344,-0.5419267176611291,1.8863359959517076,0.004402682571045,-0.0059629154342939,-0.0234054402983624,0.0041264823093348,-0.0055024997020435,-0.0228741701234871,0.2144954246458414,2.8120000000000003,0.1252535578220623,-0.1741259126233517,-0.9472163139416894
-0.9387774903110898,-0.9708657726464912,0.2065224914097259,0.1220082900964635,-0.1666298790908087,-0.6875030231685348,-0.0007576393119452,-0.0177479714174293,0.0041930963985321,-0.0059668086890281,-0.0236494587048018,0.003999004931937,-0.0055947975317473,-0.0228938506715122,0.2146157210570549,2.846,0.1212918186437656,-0.1770542359135399,-0.9701714143204296
-0.961671340982602,-0.9944657852434776,0.212792529958345,0.1217492539399631,-0.1745215745148304,-0.7088166567281918,0.1882894459044758,-0.640049055845555,0.0040543912135717,-0.0060689274512635,-0.0236000125969865,0.0039852872313369,-0.0058588758739015,-0.0236035946690487,0.214667882308705,2.88,0.1171088931013708,-0.1799105523627664,-0.99376870932714
-0.9852749356516508,-1.0169266527035614,0.2180709571316717,0.1205134247457872,-0.1817455826158228,-0.5680149627303269,0.1585113265263286,4.228279099034982,0.0039898987017752,-0.0062857517403411,-0.0224608674600837,0.0039556189501431,-0.0060897213848389,-0.0189148982589198,0.2220007581369338,2.914,0.1170001038802805,-0.1886671998662643,-1.015699377297807
-1.0041898339105708,-1.0366255918402227,0.2180575964458757,0.1170472012780914,-0.183981162189824,-0.568465088482184,-0.0004012217956771,-0.0135172898455585,0.0039587842464341,-0.0065360548507291,-0.0196989391366613,0.0038394502398227,-0.0061630987257857,-0.0189298874464567,0.2251639286880299,2.948,0.1149702678561425,-0.1935991536430752,-1.03490577102192
-1.0231197213570276,-1.0561336757207176,0.2246367109659685,0.1169694741058148,-0.1917805882799851,-0.5854562843895631,0.1975710066093942,-0.510246123344717,0.0038352641820913,-0.006619411198552,-0.0195080838804948,0.0038325831376613,-0.0064238582930898,-0.0194956942701724,0.2250417125447316,2.982,0.111118333886852,-0.1956948856237067,-1.0543791386169672
-1.0426154156271998,-1.0767391630016112,0.2065303216357936,0.1040836369587386,-0.1783854542064061,-0.5236923244506655,-0.543735415320568,1.8547735717386664,0.0036242219263364,-0.0065545641312523,-0.0206054872808936,0.003414012238296,-0.005970156932913,-0.0174389544042071,0.2192608184238987,3.016,0.1044328244728389,-0.1927928724526481,-1.0743601314364064
-1.060054370031407,-1.0957419058748556,0.2065332453713394,0.1009585416180767,-0.1801758982715751,-0.52365707539633,8.779986624210892e-05,0.001058530160225,0.0034218309085858,-0.0064931012382671,-0.0190027428732444,0.0033094354972385,-0.0060288663426664,-0.0174377806106977,0.2134489611418711,3.05,0.0981264587718244,-0.189556474701988,-1.0931180168516867
-1.077492150642105,-1.1136057731013569,0.2127114303893705,0.1007270935859322,-0.1873504876855752,-0.5385859230966235,0.1855310816225557,-0.4483137447535572,0.0032628170636062,-0.0064757718565464,-0.0178638672265012,0.0032980850957538,-0.0062685162519292,-0.0179349112391175,0.2130588180275806,3.084,0.0945436926258431,-0.190933365664516,-1.1110234675511863
-1.0954270618812223,-1.130164408492388,0.2179877072602704,0.0997657365499802,-0.1938180546988058,-0.4856678344756747,0.1584467528798761,1.5891317904188818,0.0032851444088077,-0.0068107617879946,-0.0165586353910309,0.0032698617746741,-0.0064807253257229,-0.0161727388880399,0.2243408992363724,3.118,0.0962794438497989,-0.2026304709616932,-1.1272273197523377
-1.111599800769263,-1.1468158923155074,0.2179702808191485,0.0966105335628516,-0.1953905016245149,-0.4851899382858414,-0.0005233165502073,0.0143512369319307,0.0031998265330461,-0.006924707776803,-0.0166514838231195,0.0031644267029528,-0.0065322108357021,-0.0161568249449185,0.2243725928956508,3.152,0.0930056491122289,-0.2041886619671386,-1.1433872958380658
-1.1277566257141811,-1.1632170678439595,0.2246149993768223,0.0962896802013316,-0.2029290403854883,-0.5000612752717424,0.1995410978280425,-0.4465866962733028,0.003083607370466,-0.0069756841665391,-0.0164011755284521,0.003150032939114,-0.0067839225262053,-0.016652040466549,0.2244157758302208,3.186,0.0896093568483897,-0.2057488848249191,-1.1600424475871804
-1.14440866618073,-1.178452897236839,0.2180478365134515,0.0901812265742616,-0.1985250749445988,-0.4440663276768188,-0.1972120979991224,1.6815299578055125,0.0029699083721963,-0.0070153484070636,-0.0152358293928798,0.002954044295728,-0.0066328485807884,-0.014787408711638,0.2240848719003701,3.22,0.0864217943499214,-0.2067493730968613,-1.1748673595665189
-1.159196074892368,-1.193695991734189,0.2180888901873415,0.0872522270773835,-0.1998744928528475,-0.4441672177067393,0.0012328430597576,-0.0030297306282424,0.0028631995492325,-0.007061020071049,-0.0152430944973496,0.0028561686839495,-0.0066770661475756,-0.0147907683496344,0.2241263995864654,3.254,0.0833694939883859,-0.2080436744140817,-1.1896601668596805
-1.1739868432420026,-1.2087380441878663,0.2247277830303651,0.0868522778407527,-0.207266153289956,-0.4579069218982378,0.1993661514421519,-0.4126037294744294,0.0027549644250519,-0.0071027337407598,-0.0150420524536773,0.0028394449915454,-0.0069237467516362,-0.0152483004992113,0.2241445344654984,3.2880000000000003,0.0801934693780048,-0.2093078589061433,-1.2049114839074324
-1.189235143741214,-1.2231623436209365,0.2181245658952239,0.0812230080218044,-0.2024380132654679,-0.4201279463155788,-0.1982948088631007,1.13450377125102,0.0026484689387253,-0.0071369591235364,-0.0144242994330701,0.0026574801059352,-0.0067598867705216,-0.0139902606123087,0.2239157745957737,3.322,0.0771752649511898,-0.2101957482741717,-1.218917597926981
-1.2032254043535229,-1.2376184285134082,0.2181167309605795,0.0783801757107346,-0.2035471846537903,-0.4203603183493669,-0.0002352833226538,-0.0069781391527947,0.0025441402632733,-0.0071711653285724,-0.0144560848924717,0.0025625321800878,-0.0067961685897175,-0.0139979986010339,0.2237917027893218,3.356,0.0741808535979188,-0.211139591732172,-1.232932165691965
-1.2172234029545566,-1.2521551285270616,0.2246754173072737,0.0777942943493164,-0.2107773491362141,-0.4330253919743271,0.1969575479487742,-0.3803325412900983,0.0024312015119694,-0.0071804899845162,-0.0145367000136533,0.0025398525767844,-0.0070373208773085,-0.014419745552745,0.2229668841022481,3.39,0.0708289804573609,-0.2114178018371114,-1.2475294407796569
-1.2316431485073016,-1.2649839901892714,0.2180373196503769,0.0725385366276451,-0.2056172012849131,-0.3802422993444057,-0.1993422719788811,1.585077856754397,0.0023158690553539,-0.0071650074570623,-0.0128288616622098,0.00237211720348,-0.0068621635585743,-0.0126620685681687,0.2215097604355533,3.424,0.0676007764419625,-0.2109424305175704,-1.2606668583042615
-1.2443052170754705,-1.277508832608339,0.2179682079055492,0.0699070865736071,-0.2064537209748154,-0.3803837967237252,-0.0020754277726039,-0.0042491705501337,0.0022311054191836,-0.0072110146825679,-0.0125248424190675,0.0022842996474794,-0.0068894694627633,-0.0126667804309,0.2221187057282947,3.458,0.0652540726490504,-0.2123172754090567,-1.272617193989018
-1.2569719975063705,-1.2902297152901712,0.2244977137377163,0.0693020926484338,-0.213533237291082,-0.3911566236941685,0.1960812562212343,-0.3235083174307295,0.0021504248742019,-0.0072793321695614,-0.0127208826818321,0.0022613818023686,-0.0071254864462148,-0.0130255155690158,0.2232686055395386,3.492,0.062824614743021,-0.2142473757177928,-1.285558373461936
-1.2699975130753862,-1.3024173878348408,0.2178930537462391,0.064558061721588,-0.2081096815086052,-0.3551441123202176,-0.1983381378821995,1.0814567980165417,0.0020590100287256,-0.0073009993984598,-0.0121876725446696,0.0021087521749016,-0.006942603672284,-0.0118262989402632,0.223097576658448,3.526,0.0602372815835803,-0.2148115420974686,-1.2973989385539533
-1.2818238120156495,-1.3146081947102242,0.2179152060853979,0.0620987499461115,-0.2088798274088998,-0.355219783906785,0.0006652354101736,-0.0022724200170391,0.0019701396948677,-0.0073264973742639,-0.0121908068753833,0.0020266985601497,-0.0069677671789981,-0.0118288188040959,0.2231342365898884,3.56,0.057701314530746,-0.2155445333103491,-1.309229267183637
-1.2936526308197454,-1.3264383686182133,0.2245559536027976,0.061440632859436,-0.2159870943651352,-0.3661525729901063,0.1994218473693614,-0.3283119844841212,0.0018806000755948,-0.0073477082929409,-0.0118301739079891,0.0020020717351717,-0.0072046659572982,-0.0121928806805705,0.2231718141782457,3.5940000000000003,0.0550780594908962,-0.2162685044252323,-1.321423055856006
-1.3058455115003158,-1.3377890414681974,0.2179894144260958,0.0570831004518036,-0.2103827570040887,-0.3307726044723342,-0.1971933686697246,1.0624615170502127,0.001795263061546,-0.0073659483289028,-0.0113506728499841,0.0018622427623991,-0.0070160736709621,-0.0110147277289287,0.2229890498220957,3.628,0.0526475319709789,-0.2166849180675153,-1.332446754085031
-1.3168602392292446,-1.3491459506989254,0.2180246208706104,0.0547712201889791,-0.2110328143791477,-0.3309147068573423,0.0010572505860249,-0.0042673388891342,0.0017118235962485,-0.0073871579444617,-0.0113569092307279,0.001785122822282,-0.0070373003177404,-0.0110194597383495,0.2230335475203425,3.662,0.0502665498072879,-0.2172952767318708,-1.3434667296983602
-1.327879698967594,-1.359398685468565,0.2246714626482713,0.0540412700028283,-0.218075233038956,-0.3411245050422496,0.199604858188014,-0.3066005460933124,0.0016275677102415,-0.0073977099336426,-0.0102527347696395,0.0017582870593841,-0.0072719708722141,-0.0113594460179069,0.2230788766222099,3.696,0.0478046255120597,-0.2178965419061966,-1.3548266077204605
-1.3392391449855012,-1.3682575971702151,0.2180956329543691,0.0500515131560263,-0.2122747067941893,-0.2581250916301508,-0.1974723631802442,2.492474877240205,0.0015563830747482,-0.0074012753568331,-0.0088589117016504,0.0016363118366724,-0.0070758245856497,-0.008595565551284,0.222461057674043,3.73,0.045771180574373,-0.217701449720212,-1.3635671200070578
-1.3478347105367852,-1.3771124956981382,0.2181361724776281,0.0482340295364442,-0.2127366168243421,-0.25820905801082,0.0012174031008708,-0.0025215129330092,0.0014908414531751,-0.0074152502831434,-0.0088548985279228,0.0015757143474409,-0.0070909480512539,-0.0085983616317603,0.2224819857755094,3.764,0.0439016684914671,-0.2181074906973148,-1.3721659267311506
